S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,11179763,117549248:2003,16777343:50591,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,11179763,117549248:2003,16777343:50591,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,11179773,117549248:2003,16777343:50591,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,11179803,117549248:2003,16777343:50591,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,11179817,117549248:2003,16777343:50591,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,11179817,117549248:2003,16777343:50591,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,11179837,117549248:2003,16777343:50591,65535,0,0,-1,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,11179837,117549248:2003,16777343:50591,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,11179837,117549248:2003,16777343:50591,65535,-1,0,-1,
Rcv,Nrm,    4,    3,Unknown,472,11179847,117549248:2003,16777343:50591,65535,0,0,2,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,11179847,117549248:2003,16777343:50591,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,11179847,117549248:2003,16777343:50591,65535,-1,0,-1,
Snd,Nrm,4294967295,    5,Unknown,472,11179877,117549248:2003,16777343:50591,65535,-1,0,0,
Rcv,Nrm,    5,    4,ID_CONNECTED_PONG,72,11179897,117549248:2003,16777343:50591,65535,0,0,-1,
Rcv,Nrm,    6,    4,ID_CONNECTED_PONG,72,11179897,117549248:2003,16777343:50591,65535,0,0,-1,
Rcv,Nrm,    7,    5,Unknown,1384,11179927,117549248:2003,16777343:50591,65535,0,0,3,
Snd,Nrm,4294967295,    8,Unknown,304,11179987,117549248:2003,16777343:50591,65535,-1,0,1,
Snd,Nrm,4294967295,    8,Unknown,184,11179987,117549248:2003,16777343:50591,65535,-1,0,2,
Snd,Nrm,4294967295,    8,Unknown,536,11179987,117549248:2003,16777343:50591,65535,-1,0,3,
Rcv,Nrm,    8,    6,ID_INTERNAL_PING,40,11184910,117549248:2003,16777343:50591,65535,0,0,-1,
Snd,Nrm,4294967295,   10,ID_CONNECTED_PONG,72,11184941,117549248:2003,16777343:50591,65535,-1,0,-1,
Snd,Nrm,4294967295,   11,ID_INTERNAL_PING,40,11185011,117549248:2003,16777343:50591,65535,-1,0,-1,
Rcv,Nrm,    9,    7,ID_CONNECTED_PONG,72,11185022,117549248:2003,16777343:50591,65535,0,0,-1,
Rcv,Nrm,   10,    8,Unknown,128,11187541,117549248:2003,16777343:50591,65535,0,0,4,
Snd,Nrm,4294967295,   14,Unknown,11536,11187571,117549248:2003,16777343:50591,0,0,14,4,
Snd,Nrm,4294967295,   15,(SPLIT PACKET),11536,11187571,117549248:2003,16777343:50591,0,1,14,4,
Snd,Nrm,4294967295,   16,(SPLIT PACKET),11536,11187571,117549248:2003,16777343:50591,0,2,14,4,
Snd,Nrm,4294967295,   17,(SPLIT PACKET),11536,11187581,117549248:2003,16777343:50591,0,3,14,4,
Snd,Nrm,4294967295,   18,(SPLIT PACKET),11536,11187581,117549248:2003,16777343:50591,0,4,14,4,
Snd,Nrm,4294967295,   19,(SPLIT PACKET),11536,11187591,117549248:2003,16777343:50591,0,5,14,4,
Snd,Nrm,4294967295,   20,(SPLIT PACKET),11536,11187601,117549248:2003,16777343:50591,0,6,14,4,
Snd,Nrm,4294967295,   21,(SPLIT PACKET),11536,11187611,117549248:2003,16777343:50591,0,7,14,4,
Snd,Nrm,4294967295,   22,(SPLIT PACKET),11536,11187621,117549248:2003,16777343:50591,0,8,14,4,
Snd,Nrm,4294967295,   23,(SPLIT PACKET),11536,11187631,117549248:2003,16777343:50591,0,9,14,4,
Snd,Nrm,4294967295,   24,(SPLIT PACKET),11536,11187641,117549248:2003,16777343:50591,0,10,14,4,
Snd,Nrm,4294967295,   25,(SPLIT PACKET),11536,11187651,117549248:2003,16777343:50591,0,11,14,4,
Snd,Nrm,4294967295,   26,(SPLIT PACKET),11536,11187661,117549248:2003,16777343:50591,0,12,14,4,
Snd,Nrm,4294967295,   27,(SPLIT PACKET),5264,11187672,117549248:2003,16777343:50591,0,13,14,4,
Snd,Nrm,4294967295,   27,Unknown,72,11187672,117549248:2003,16777343:50591,65535,-1,0,5,
Snd,Nrm,4294967295,   27,ID_REPLICA_MANAGER_CONSTRUCTION,5248,11187672,117549248:2003,16777343:50591,65535,-1,0,6,
Snd,Nrm,4294967295,   27,Unknown,144,11187672,117549248:2003,16777343:50591,65535,-1,0,7,
Snd,Nrm,4294967295,   27,Unknown,184,11187672,117549248:2003,16777343:50591,65535,-1,0,8,
Snd,Nrm,4294967295,   27,Unknown,144,11187672,117549248:2003,16777343:50591,65535,-1,0,9,
