S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,773751403,17213632:2003,16777343:50237,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,773751403,17213632:2003,16777343:50237,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,773751417,17213632:2003,16777343:50237,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,773751447,17213632:2003,16777343:50237,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,773751487,17213632:2003,16777343:50237,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,773751487,17213632:2003,16777343:50237,65535,0,0,-1,
Rcv,Nrm,    3,    1,ID_INTERNAL_PING,40,773751487,17213632:2003,16777343:50237,65535,0,0,-1,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,773751516,17213632:2003,16777343:50237,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,773751516,17213632:2003,16777343:50237,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,773751516,17213632:2003,16777343:50237,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,773751534,17213632:2003,16777343:50237,65535,-1,0,-1,
Rcv,Nrm,    4,    2,ID_CONNECTED_PONG,72,773751550,17213632:2003,16777343:50237,65535,0,0,-1,
Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,773751571,17213632:2003,16777343:50237,65535,0,0,-1,
Rcv,Nrm,    6,    4,Unknown,472,773751750,17213632:2003,16777343:50237,65535,0,0,2,
Snd,Nrm,4294967295,    8,Unknown,472,773751779,17213632:2003,16777343:50237,65535,-1,0,0,
Rcv,Nrm,    7,    5,Unknown,1384,773751795,17213632:2003,16777343:50237,65535,0,0,3,
Snd,Nrm,4294967295,   10,Unknown,304,773751825,17213632:2003,16777343:50237,65535,-1,0,1,
Rcv,Nrm,    8,    6,ID_INTERNAL_PING,40,773756805,17213632:2003,16777343:50237,65535,0,0,-1,
Snd,Nrm,4294967295,   12,ID_CONNECTED_PONG,72,773756836,17213632:2003,16777343:50237,65535,-1,0,-1,
Snd,Nrm,4294967295,   12,ID_INTERNAL_PING,40,773756836,17213632:2003,16777343:50237,65535,-1,0,-1,
Rcv,Nrm,    9,    7,ID_CONNECTED_PONG,72,773756849,17213632:2003,16777343:50237,65535,0,0,-1,
Rcv,Nrm,   10,    8,Unknown,128,773758021,17213632:2003,16777343:50237,65535,0,0,4,
Snd,Nrm,4294967295,   15,Unknown,11536,773758050,17213632:2003,16777343:50237,0,0,14,2,
Snd,Nrm,4294967295,   16,(SPLIT PACKET),11536,773758050,17213632:2003,16777343:50237,0,1,14,2,
Snd,Nrm,4294967295,   17,(SPLIT PACKET),11536,773758082,17213632:2003,16777343:50237,0,2,14,2,
Snd,Nrm,4294967295,   18,(SPLIT PACKET),11536,773758123,17213632:2003,16777343:50237,0,3,14,2,
Snd,Nrm,4294967295,   19,(SPLIT PACKET),11536,773758155,17213632:2003,16777343:50237,0,4,14,2,
Snd,Nrm,4294967295,   20,(SPLIT PACKET),11536,773758188,17213632:2003,16777343:50237,0,5,14,2,
Snd,Nrm,4294967295,   21,(SPLIT PACKET),11536,773758188,17213632:2003,16777343:50237,0,6,14,2,
Snd,Nrm,4294967295,   22,(SPLIT PACKET),11536,773758220,17213632:2003,16777343:50237,0,7,14,2,
Snd,Nrm,4294967295,   23,(SPLIT PACKET),11536,773758251,17213632:2003,16777343:50237,0,8,14,2,
Snd,Nrm,4294967295,   24,(SPLIT PACKET),11536,773758284,17213632:2003,16777343:50237,0,9,14,2,
Snd,Nrm,4294967295,   25,(SPLIT PACKET),11536,773758315,17213632:2003,16777343:50237,0,10,14,2,
Snd,Nrm,4294967295,   26,(SPLIT PACKET),11536,773758316,17213632:2003,16777343:50237,0,11,14,2,
Snd,Nrm,4294967295,   27,(SPLIT PACKET),11536,773758357,17213632:2003,16777343:50237,0,12,14,2,
Snd,Nrm,4294967295,   28,(SPLIT PACKET),5264,773758389,17213632:2003,16777343:50237,0,13,14,2,
Snd,Nrm,4294967295,   28,Unknown,72,773758389,17213632:2003,16777343:50237,65535,-1,0,3,
Snd,Nrm,4294967295,   28,ID_REPLICA_MANAGER_CONSTRUCTION,5248,773758389,17213632:2003,16777343:50237,65535,-1,0,4,
Snd,Nrm,4294967295,   28,Unknown,144,773758389,17213632:2003,16777343:50237,65535,-1,0,5,
Snd,Nrm,4294967295,   28,Unknown,184,773758389,17213632:2003,16777343:50237,65535,-1,0,6,
Snd,Nrm,4294967295,   28,Unknown,144,773758389,17213632:2003,16777343:50237,65535,-1,0,7,
Snd,Nrm,4294967295,   29,Unknown,312,773758389,17213632:2003,16777343:50237,65535,-1,0,8,
Snd,Nrm,   22,   30,(SPLIT PACKET),5264,773758571,17213632:2003,16777343:50237,0,13,14,2,
Snd,Nrm,   23,   30,Unknown,72,773758571,17213632:2003,16777343:50237,65535,-1,0,3,
Snd,Nrm,   24,   30,ID_REPLICA_MANAGER_CONSTRUCTION,5248,773758571,17213632:2003,16777343:50237,65535,-1,0,4,
