S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,20964252,17213632:2002,16777343:53304,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,20964253,17213632:2002,16777343:53304,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,20964263,17213632:2002,16777343:53304,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,20964294,17213632:2002,16777343:53304,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,20964317,17213632:2002,16777343:53304,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,20964317,17213632:2002,16777343:53304,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,20964336,17213632:2002,16777343:53304,65535,0,0,-1,
Rcv,Nrm,    4,    2,Unknown,472,20964336,17213632:2002,16777343:53304,65535,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,20964336,17213632:2002,16777343:53304,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,20964336,17213632:2002,16777343:53304,65535,-1,0,-1,
data in bytes:
		11 7f 00 00 01 d2 07 c0 a8 06 01 38 d0


Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,20964366,17213632:2002,16777343:53304,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,20964366,17213632:2002,16777343:53304,65535,-1,0,-1,
data in bytes:
		53 00 00 00 00 00 00 00 0e 9c 02 00 00 00 00 00
		05 00 00 00 d0 16 00 00 38 d0 00 00 00 00 00 00
		00 33 3b 5a 00 fc 1c 05 08 fc 1c 05 08 00 7c 61
		1e f0 f7 1b 00 ae 23 99 00 04 4c


Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,20964381,17213632:2002,16777343:53304,65535,0,0,-1,
Rcv,Nrm,    6,    4,ID_CONNECTED_PONG,72,20964404,17213632:2002,16777343:53304,65535,0,0,-1,
Snd,Nrm,4294967295,    6,Unknown,472,20964404,17213632:2002,16777343:53304,65535,-1,0,0,
Rcv,Nrm,    7,    5,Unknown,1384,20964426,17213632:2002,16777343:53304,65535,0,0,3,
Rcv,Nrm,    8,    5,Unknown,64,20964426,17213632:2002,16777343:53304,65535,0,0,4,
data in bytes:
		53 04 00 01 00 00 00 00 6a 00 61 00 6c 00 6c 00
		65 00 72 00 32 00 30 00 30 00 00 00 04 ff ff ff
		ff e0 93 fa 19 10 95 b0 01 70 47 5a 07 88 f7 1b
		00 70 47 5a 07 9c e9 fa 19 e0 93 fa 19 00 00 00
		00 f0 85 68 1e b0 7e 36 00 28 30 20 39 20 34 20
		65 20 37 20 30 20 31 20 61 20 63 20 33 20 62 20
		35 20 35 20 32 20 30 20 62 20 34 20 37 20 38 20
		39 20 35 20 62 20 33 20 31 20 38 20 35 20 37 20
		62 20 66 20 31 20 63 20 33 20 00 00 39 33 66 62
		33 33 62 36 34 35 33 63 61 64 35 65 32 62 65 35
		33 64 61 36 65 39 36 38 39 34 63 61 00


Snd,Nrm,4294967295,    8,Unknown,80,20964485,17213632:2002,16777343:53304,65535,-1,0,1,
data in bytes:
		53 04 00 02 00 00 00 00


Rcv,Nrm,    9,    6,ID_INTERNAL_PING,40,20969430,17213632:2002,16777343:53304,65535,0,0,-1,
Snd,Nrm,4294967295,   10,ID_CONNECTED_PONG,72,20969460,17213632:2002,16777343:53304,65535,-1,0,-1,
Snd,Nrm,4294967295,   11,ID_INTERNAL_PING,40,20969491,17213632:2002,16777343:53304,65535,-1,0,-1,
Rcv,Nrm,   10,    7,ID_CONNECTED_PONG,72,20969505,17213632:2002,16777343:53304,65535,0,0,-1,
Rcv,Nrm,   11,    8,ID_INTERNAL_PING,40,20974437,17213632:2002,16777343:53304,65535,0,0,-1,
Snd,Nrm,4294967295,   14,ID_CONNECTED_PONG,72,20974469,17213632:2002,16777343:53304,65535,-1,0,-1,
Snd,Nrm,4294967295,   15,ID_INTERNAL_PING,40,20974499,17213632:2002,16777343:53304,65535,-1,0,-1,
Rcv,Nrm,   12,    9,ID_CONNECTED_PONG,72,20974514,17213632:2002,16777343:53304,65535,0,0,-1,
Rcv,Nrm,   13,   10,ID_INTERNAL_PING,40,20979443,17213632:2002,16777343:53304,65535,0,0,-1,
Snd,Nrm,4294967295,   18,ID_CONNECTED_PONG,72,20979475,17213632:2002,16777343:53304,65535,-1,0,-1,
Snd,Nrm,4294967295,   19,ID_INTERNAL_PING,40,20979514,17213632:2002,16777343:53304,65535,-1,0,-1,
Rcv,Nrm,   14,   11,ID_CONNECTED_PONG,72,20979529,17213632:2002,16777343:53304,65535,0,0,-1,
Rcv,Nrm,   15,   12,ID_INTERNAL_PING,40,20984444,17213632:2002,16777343:53304,65535,0,0,-1,
Snd,Nrm,4294967295,   22,ID_CONNECTED_PONG,72,20984475,17213632:2002,16777343:53304,65535,-1,0,-1,
Snd,Nrm,4294967295,   23,ID_INTERNAL_PING,40,20984538,17213632:2002,16777343:53304,65535,-1,0,-1,
Rcv,Nrm,   16,   13,ID_CONNECTED_PONG,72,20984551,17213632:2002,16777343:53304,65535,0,0,-1,
Rcv,Nrm,   17,   14,ID_INTERNAL_PING,40,20989446,17213632:2002,16777343:53304,65535,0,0,-1,
Snd,Nrm,4294967295,   26,ID_CONNECTED_PONG,72,20989476,17213632:2002,16777343:53304,65535,-1,0,-1,
Snd,Nrm,4294967295,   27,ID_INTERNAL_PING,40,20989567,17213632:2002,16777343:53304,65535,-1,0,-1,
Rcv,Nrm,   18,   15,ID_CONNECTED_PONG,72,20989584,17213632:2002,16777343:53304,65535,0,0,-1,
