S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,769344217,17213632:2003,16777343:49944,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,769344217,17213632:2003,16777343:49944,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,769344228,17213632:2003,16777343:49944,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,769344259,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,769344271,17213632:2003,16777343:49944,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,769344271,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,769344292,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,    4,    2,Unknown,472,769344292,17213632:2003,16777343:49944,65535,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,769344292,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,769344292,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,769344322,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,769344322,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,769344336,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,769344336,17213632:2003,16777343:49944,65535,0,0,-1,
Snd,Nrm,4294967295,    6,Unknown,472,769344397,17213632:2003,16777343:49944,65535,-1,0,0,
Rcv,Nrm,    7,    4,Unknown,1384,769344422,17213632:2003,16777343:49944,65535,0,0,3,
Snd,Nrm,4294967295,    8,Unknown,304,769344452,17213632:2003,16777343:49944,65535,-1,0,1,
Snd,Nrm,4294967295,    8,Unknown,184,769344452,17213632:2003,16777343:49944,65535,-1,0,2,
Snd,Nrm,4294967295,    8,Unknown,536,769344452,17213632:2003,16777343:49944,65535,-1,0,3,
Rcv,Nrm,    8,    5,Unknown,128,769349382,17213632:2003,16777343:49944,65535,0,0,4,
Snd,Nrm,4294967295,   10,Unknown,4368,769349444,17213632:2003,16777343:49944,65535,-1,0,4,
Snd,Nrm,4294967295,   10,Unknown,72,769349444,17213632:2003,16777343:49944,65535,-1,0,5,
Rcv,Nrm,    9,    6,Unknown,216,769349502,17213632:2003,16777343:49944,65535,0,0,5,
Rcv,Nrm,   10,    6,Unknown,216,769349502,17213632:2003,16777343:49944,65535,0,0,6,
Rcv,Nrm,   11,    7,Unknown,216,769349547,17213632:2003,16777343:49944,65535,0,0,7,
Rcv,Nrm,   12,    7,Unknown,152,769349547,17213632:2003,16777343:49944,65535,0,0,8,
Snd,Nrm,4294967295,   13,ID_INTERNAL_PING,40,769354467,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,   13,    8,ID_CONNECTED_PONG,72,769354503,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   14,    9,ID_INTERNAL_PING,40,769354531,17213632:2003,16777343:49944,65535,0,0,-1,
Snd,Nrm,4294967295,   16,ID_CONNECTED_PONG,72,769354560,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,   17,ID_INTERNAL_PING,40,769359484,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,   15,   10,ID_CONNECTED_PONG,72,769359509,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   16,   11,ID_INTERNAL_PING,40,769359536,17213632:2003,16777343:49944,65535,0,0,-1,
Snd,Nrm,4294967295,   20,ID_CONNECTED_PONG,72,769359566,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,   21,ID_INTERNAL_PING,40,769364506,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,   17,   12,ID_CONNECTED_PONG,72,769364525,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   18,   13,ID_INTERNAL_PING,40,769364547,17213632:2003,16777343:49944,65535,0,0,-1,
Snd,Nrm,4294967295,   24,ID_CONNECTED_PONG,72,769364577,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,   25,ID_INTERNAL_PING,40,769369520,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,   19,   14,ID_INTERNAL_PING,40,769369557,17213632:2003,16777343:49944,65535,0,0,-1,
Snd,Nrm,4294967295,   27,ID_CONNECTED_PONG,72,769369588,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,   20,   15,ID_CONNECTED_PONG,72,769369591,17213632:2003,16777343:49944,65535,0,0,-1,
