S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,691854510,17213632:2003,16777343:56508,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,691854510,17213632:2003,16777343:56508,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,691854668,17213632:2003,16777343:56508,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,691854701,17213632:2003,16777343:56508,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,691854720,17213632:2003,16777343:56508,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,691854720,17213632:2003,16777343:56508,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,691854742,17213632:2003,16777343:56508,65535,0,0,-1,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,691854742,17213632:2003,16777343:56508,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,691854742,17213632:2003,16777343:56508,65535,-1,0,-1,
Rcv,Nrm,    4,    3,Unknown,472,691854752,17213632:2003,16777343:56508,65535,0,0,2,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,691854752,17213632:2003,16777343:56508,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,691854752,17213632:2003,16777343:56508,65535,-1,0,-1,
Snd,Nrm,4294967295,    5,Unknown,472,691854782,17213632:2003,16777343:56508,65535,-1,0,0,
Rcv,Nrm,    5,    4,ID_CONNECTED_PONG,72,691854805,17213632:2003,16777343:56508,65535,0,0,-1,
Rcv,Nrm,    6,    4,ID_CONNECTED_PONG,72,691854805,17213632:2003,16777343:56508,65535,0,0,-1,
Rcv,Nrm,    7,    4,Unknown,1384,691854805,17213632:2003,16777343:56508,65535,0,0,3,
Snd,Nrm,4294967295,    7,Unknown,304,691854835,17213632:2003,16777343:56508,65535,-1,0,1,
Snd,Nrm,4294967295,    7,Unknown,184,691854835,17213632:2003,16777343:56508,65535,-1,0,2,
Snd,Nrm,4294967295,    7,Unknown,536,691854835,17213632:2003,16777343:56508,65535,-1,0,3,
Rcv,Nrm,    8,    5,ID_INTERNAL_PING,40,691859814,17213632:2003,16777343:56508,65535,0,0,-1,
