S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,601053501,17213632:2003,16777343:63240,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,601053502,17213632:2003,16777343:63240,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,601053511,17213632:2003,16777343:63240,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,601053541,17213632:2003,16777343:63240,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,601053553,17213632:2003,16777343:63240,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,601053553,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,601053575,17213632:2003,16777343:63240,65535,0,0,-1,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,601053575,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,601053575,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,601053585,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,601053585,17213632:2003,16777343:63240,65535,-1,0,-1,
Rcv,Nrm,    4,    3,ID_CONNECTED_PONG,72,601053596,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,    5,    4,ID_CONNECTED_PONG,72,601053617,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,    6,    5,Unknown,472,601053629,17213632:2003,16777343:63240,65535,0,0,2,
Snd,Nrm,4294967295,    8,Unknown,472,601053719,17213632:2003,16777343:63240,65535,-1,0,0,
Rcv,Nrm,    7,    6,Unknown,1384,601053735,17213632:2003,16777343:63240,65535,0,0,3,
Snd,Nrm,4294967295,   10,Unknown,304,601053795,17213632:2003,16777343:63240,65535,-1,0,1,
