S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,769399437,17213632:2003,16777343:49944,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,769399437,17213632:2003,16777343:49944,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,769399446,17213632:2003,16777343:49944,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,769399476,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,769399487,17213632:2003,16777343:49944,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,769399487,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,769399509,17213632:2003,16777343:49944,65535,0,0,-1,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,769399509,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,769399509,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,769399521,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,769399521,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,    4,    3,ID_CONNECTED_PONG,72,769399539,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,    5,    4,ID_CONNECTED_PONG,72,769399559,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,    6,    5,Unknown,472,769399580,17213632:2003,16777343:49944,65535,0,0,2,
Snd,Nrm,4294967295,    8,Unknown,472,769399640,17213632:2003,16777343:49944,65535,-1,0,0,
Rcv,Nrm,    7,    6,Unknown,1384,769399666,17213632:2003,16777343:49944,65535,0,0,3,
Snd,Nrm,4294967295,   10,Unknown,304,769399726,17213632:2003,16777343:49944,65535,-1,0,1,
Snd,Nrm,4294967295,   10,Unknown,184,769399726,17213632:2003,16777343:49944,65535,-1,0,2,
Snd,Nrm,4294967295,   10,Unknown,536,769399726,17213632:2003,16777343:49944,65535,-1,0,3,
Rcv,Nrm,    8,    7,ID_INTERNAL_PING,40,769404677,17213632:2003,16777343:49944,65535,0,0,-1,
Snd,Nrm,4294967295,   12,ID_CONNECTED_PONG,72,769404707,17213632:2003,16777343:49944,65535,-1,0,-1,
Snd,Nrm,4294967295,   13,ID_INTERNAL_PING,40,769404741,17213632:2003,16777343:49944,65535,-1,0,-1,
Rcv,Nrm,    9,    8,ID_CONNECTED_PONG,72,769404761,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   10,    9,Unknown,128,769406051,17213632:2003,16777343:49944,65535,0,0,4,
Rcv,Nrm,   11,   10,ID_INTERNAL_PING,40,769416512,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   11,   11,ID_INTERNAL_PING,40,769416512,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   11,   12,ID_INTERNAL_PING,40,769416512,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   11,   13,ID_INTERNAL_PING,40,769416512,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   11,   14,ID_INTERNAL_PING,40,769416512,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   11,   15,ID_INTERNAL_PING,40,769416513,17213632:2003,16777343:49944,65535,0,0,-1,
Rcv,Nrm,   11,   16,ID_INTERNAL_PING,40,769416513,17213632:2003,16777343:49944,65535,0,0,-1,
Snd,Nrm,4294967295,   16,Unknown,4368,769416513,17213632:2003,16777343:49944,65535,-1,0,4,
Snd,Nrm,4294967295,   16,Unknown,72,769416513,17213632:2003,16777343:49944,65535,-1,0,5,
