S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,600845057,17213632:2003,16777343:63240,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,600845058,17213632:2003,16777343:63240,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,600845068,17213632:2003,16777343:63240,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,600845098,17213632:2003,16777343:63240,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,600845110,17213632:2003,16777343:63240,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,600845110,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,600845131,17213632:2003,16777343:63240,65535,0,0,-1,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,600845131,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,600845131,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,600845142,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,600845142,17213632:2003,16777343:63240,65535,-1,0,-1,
Rcv,Nrm,    4,    3,ID_CONNECTED_PONG,72,600845152,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,    5,    4,ID_CONNECTED_PONG,72,600845174,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,    6,    5,Unknown,472,600845205,17213632:2003,16777343:63240,65535,0,0,2,
Snd,Nrm,4294967295,    8,ID_INTERNAL_PING,40,600850096,17213632:2003,16777343:63240,65535,-1,0,-1,
Rcv,Nrm,    7,    6,ID_CONNECTED_PONG,72,600850111,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,    8,    7,ID_INTERNAL_PING,40,600850206,17213632:2003,16777343:63240,65535,0,0,-1,
Snd,Nrm,4294967295,   11,ID_CONNECTED_PONG,72,600850237,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,   12,ID_INTERNAL_PING,40,600855122,17213632:2003,16777343:63240,65535,-1,0,-1,
Rcv,Nrm,    9,    8,ID_CONNECTED_PONG,72,600855134,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,   10,    9,ID_INTERNAL_PING,40,600855208,17213632:2003,16777343:63240,65535,0,0,-1,
Snd,Nrm,4294967295,   15,ID_CONNECTED_PONG,72,600855238,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,   16,ID_INTERNAL_PING,40,600860125,17213632:2003,16777343:63240,65535,-1,0,-1,
Rcv,Nrm,   11,   10,ID_CONNECTED_PONG,72,600860143,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,   12,   11,ID_INTERNAL_PING,40,600860217,17213632:2003,16777343:63240,65535,0,0,-1,
Snd,Nrm,4294967295,   19,ID_CONNECTED_PONG,72,600860247,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,   20,ID_INTERNAL_PING,40,600865148,17213632:2003,16777343:63240,65535,-1,0,-1,
Rcv,Nrm,   13,   12,ID_CONNECTED_PONG,72,600865160,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,   14,   13,ID_INTERNAL_PING,40,600865224,17213632:2003,16777343:63240,65535,0,0,-1,
Snd,Nrm,4294967295,   23,ID_CONNECTED_PONG,72,600865254,17213632:2003,16777343:63240,65535,-1,0,-1,
Snd,Nrm,4294967295,   24,ID_INTERNAL_PING,40,600870172,17213632:2003,16777343:63240,65535,-1,0,-1,
Rcv,Nrm,   15,   14,ID_CONNECTED_PONG,72,600870189,17213632:2003,16777343:63240,65535,0,0,-1,
Rcv,Nrm,   16,   15,ID_INTERNAL_PING,40,600870232,17213632:2003,16777343:63240,65535,0,0,-1,
