S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,775823084,17213632:2003,16777343:50237,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,775823084,17213632:2003,16777343:50237,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,775823095,17213632:2003,16777343:50237,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,775823125,17213632:2003,16777343:50237,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,775823137,17213632:2003,16777343:50237,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,775823137,17213632:2003,16777343:50237,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,775823158,17213632:2003,16777343:50237,65535,0,0,-1,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,775823158,17213632:2003,16777343:50237,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,775823158,17213632:2003,16777343:50237,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,775823169,17213632:2003,16777343:50237,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,775823169,17213632:2003,16777343:50237,65535,-1,0,-1,
Rcv,Nrm,    4,    3,ID_CONNECTED_PONG,72,775823179,17213632:2003,16777343:50237,65535,0,0,-1,
Rcv,Nrm,    5,    4,ID_CONNECTED_PONG,72,775823200,17213632:2003,16777343:50237,65535,0,0,-1,
Rcv,Nrm,    6,    5,Unknown,472,775823738,17213632:2003,16777343:50237,65535,0,0,2,
Snd,Nrm,4294967295,    8,Unknown,472,775823922,17213632:2003,16777343:50237,65535,-1,0,0,
Rcv,Nrm,    7,    6,Unknown,1384,775823951,17213632:2003,16777343:50237,65535,0,0,3,
