S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,24976395,17213632:2003,16777343:54427,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,24976396,17213632:2003,16777343:54427,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,24976407,17213632:2003,16777343:54427,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,24976437,17213632:2003,16777343:54427,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,24976458,17213632:2003,16777343:54427,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,24976458,17213632:2003,16777343:54427,65535,0,0,-1,
Rcv,Nrm,    3,    1,Unknown,472,24976458,17213632:2003,16777343:54427,65535,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,24976489,17213632:2003,16777343:54427,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,24976489,17213632:2003,16777343:54427,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,24976519,17213632:2003,16777343:54427,65535,-1,0,-1,
Rcv,Nrm,    4,    2,ID_INTERNAL_PING,40,24976527,17213632:2003,16777343:54427,65535,0,0,-1,
Rcv,Nrm,    5,    2,ID_CONNECTED_PONG,72,24976527,17213632:2003,16777343:54427,65535,0,0,-1,
Snd,Nrm,4294967295,    5,Unknown,472,24976527,17213632:2003,16777343:54427,65535,-1,0,0,
Snd,Nrm,4294967295,    6,ID_CONNECTED_PONG,72,24976557,17213632:2003,16777343:54427,65535,-1,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,24976558,17213632:2003,16777343:54427,65535,0,0,-1,
Rcv,Nrm,    7,    3,Unknown,1384,24976558,17213632:2003,16777343:54427,65535,0,0,3,
