S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,1891835,117549248:2003,16777343:53110,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,1891835,117549248:2003,16777343:53110,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,1891845,117549248:2003,16777343:53110,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,1891874,117549248:2003,16777343:53110,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,1891894,117549248:2003,16777343:53110,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,1891894,117549248:2003,16777343:53110,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,1891915,117549248:2003,16777343:53110,65535,0,0,-1,
Rcv,Nrm,    4,    2,Unknown,472,1891915,117549248:2003,16777343:53110,65535,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,1891915,117549248:2003,16777343:53110,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,1891915,117549248:2003,16777343:53110,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,1891944,117549248:2003,16777343:53110,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,1891944,117549248:2003,16777343:53110,65535,-1,0,-1,
Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,1891964,117549248:2003,16777343:53110,65535,0,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,1891964,117549248:2003,16777343:53110,65535,0,0,-1,
Snd,Nrm,4294967295,    6,Unknown,472,1891994,117549248:2003,16777343:53110,65535,-1,0,0,
Rcv,Nrm,    7,    4,Unknown,1384,1892025,117549248:2003,16777343:53110,65535,0,0,3,
Snd,Nrm,4294967295,    8,Unknown,304,1892054,117549248:2003,16777343:53110,65535,-1,0,1,
Snd,Nrm,4294967295,    9,Unknown,184,1892084,117549248:2003,16777343:53110,65535,-1,0,2,
Snd,Nrm,4294967295,    9,Unknown,536,1892084,117549248:2003,16777343:53110,65535,-1,0,3,
Snd,Nrm,4294967295,   10,ID_INTERNAL_PING,40,1897113,117549248:2003,16777343:53110,65535,-1,0,-1,
Rcv,Nrm,    8,    5,ID_INTERNAL_PING,40,1897256,117549248:2003,16777343:53110,65535,0,0,-1,
Rcv,Nrm,    9,    6,ID_CONNECTED_PONG,72,1897276,117549248:2003,16777343:53110,65535,0,0,-1,
Snd,Nrm,4294967295,   12,ID_CONNECTED_PONG,72,1897276,117549248:2003,16777343:53110,65535,-1,0,-1,
Rcv,Nrm,   10,    7,Unknown,128,1900009,117549248:2003,16777343:53110,65535,0,0,4,
Snd,Nrm,4294967295,   14,Unknown,11536,1900069,117549248:2003,16777343:53110,0,0,14,4,
Snd,Nrm,4294967295,   15,(SPLIT PACKET),11536,1900069,117549248:2003,16777343:53110,0,1,14,4,
Snd,Nrm,4294967295,   16,(SPLIT PACKET),11536,1900069,117549248:2003,16777343:53110,0,2,14,4,
Snd,Nrm,4294967295,   17,(SPLIT PACKET),11536,1900099,117549248:2003,16777343:53110,0,3,14,4,
Snd,Nrm,4294967295,   18,(SPLIT PACKET),11536,1900099,117549248:2003,16777343:53110,0,4,14,4,
Snd,Nrm,4294967295,   19,(SPLIT PACKET),11536,1900099,117549248:2003,16777343:53110,0,5,14,4,
Snd,Nrm,4294967295,   20,(SPLIT PACKET),11536,1900109,117549248:2003,16777343:53110,0,6,14,4,
Snd,Nrm,4294967295,   21,(SPLIT PACKET),11536,1900119,117549248:2003,16777343:53110,0,7,14,4,
Snd,Nrm,4294967295,   22,(SPLIT PACKET),11536,1900129,117549248:2003,16777343:53110,0,8,14,4,
Snd,Nrm,4294967295,   23,(SPLIT PACKET),11536,1900139,117549248:2003,16777343:53110,0,9,14,4,
Snd,Nrm,4294967295,   24,(SPLIT PACKET),11536,1900149,117549248:2003,16777343:53110,0,10,14,4,
Snd,Nrm,4294967295,   25,(SPLIT PACKET),11536,1900159,117549248:2003,16777343:53110,0,11,14,4,
Snd,Nrm,4294967295,   26,(SPLIT PACKET),11536,1900170,117549248:2003,16777343:53110,0,12,14,4,
Snd,Nrm,4294967295,   27,(SPLIT PACKET),5264,1900179,117549248:2003,16777343:53110,0,13,14,4,
