S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,17218752,17213632:2003,16777343:49759,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,17218752,17213632:2003,16777343:49759,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,17218763,17213632:2003,16777343:49759,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,17218792,17213632:2003,16777343:49759,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,17218805,17213632:2003,16777343:49759,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,17218805,17213632:2003,16777343:49759,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,17218826,17213632:2003,16777343:49759,65535,0,0,-1,
Rcv,Nrm,    4,    2,Unknown,472,17218826,17213632:2003,16777343:49759,65535,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,17218826,17213632:2003,16777343:49759,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,17218826,17213632:2003,16777343:49759,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,17218855,17213632:2003,16777343:49759,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,17218855,17213632:2003,16777343:49759,65535,-1,0,-1,
Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,17218880,17213632:2003,16777343:49759,65535,0,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,17218880,17213632:2003,16777343:49759,65535,0,0,-1,
Snd,Nrm,4294967295,    6,Unknown,472,17218910,17213632:2003,16777343:49759,65535,-1,0,0,
Rcv,Nrm,    7,    4,Unknown,1384,17218931,17213632:2003,16777343:49759,65535,0,0,3,
Snd,Nrm,4294967295,    8,Unknown,304,17218961,17213632:2003,16777343:49759,65535,-1,0,1,
Rcv,Nrm,    8,    5,Unknown,128,17223822,17213632:2003,16777343:49759,65535,0,0,4,
Snd,Nrm,4294967295,   10,Unknown,11536,17223944,17213632:2003,16777343:49759,0,0,14,2,
Snd,Nrm,4294967295,   11,(SPLIT PACKET),11536,17223944,17213632:2003,16777343:49759,0,1,14,2,
Snd,Nrm,4294967295,   12,(SPLIT PACKET),11536,17223944,17213632:2003,16777343:49759,0,2,14,2,
Snd,Nrm,4294967295,   13,(SPLIT PACKET),11536,17223944,17213632:2003,16777343:49759,0,3,14,2,
Snd,Nrm,4294967295,   14,(SPLIT PACKET),11536,17223978,17213632:2003,16777343:49759,0,4,14,2,
Snd,Nrm,4294967295,   15,(SPLIT PACKET),11536,17223978,17213632:2003,16777343:49759,0,5,14,2,
Snd,Nrm,4294967295,   16,(SPLIT PACKET),11536,17223978,17213632:2003,16777343:49759,0,6,14,2,
