S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,10123624,17213632:2002,16777343:51862,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,10123624,17213632:2002,16777343:51862,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,10123635,17213632:2002,16777343:51862,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,10123665,17213632:2002,16777343:51862,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,10123680,17213632:2002,16777343:51862,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,10123680,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,10123698,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,    4,    2,Unknown,472,10123698,17213632:2002,16777343:51862,65535,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,10123698,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,10123698,17213632:2002,16777343:51862,65535,-1,0,-1,
data in bytes:
		11 7f 00 00 01 d2 07 c0 a8 06 01 96 ca


Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,10123730,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,10123730,17213632:2002,16777343:51862,65535,-1,0,-1,
data in bytes:
		53 00 00 00 00 00 00 00 0e 9c 02 00 00 00 00 00
		05 00 00 00 64 14 00 00 96 ca 00 00 00 00 00 00
		00 33 3b 36 00 c4 e0 69 08 c4 e0 69 08 20 b6 25
		1e f0 f0 9b 01 ae 23 75 00 3c 00


Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,10123751,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,10123751,17213632:2002,16777343:51862,65535,0,0,-1,
Snd,Nrm,4294967295,    6,Unknown,472,10123845,17213632:2002,16777343:51862,65535,-1,0,0,
Rcv,Nrm,    7,    4,Unknown,1384,10123874,17213632:2002,16777343:51862,65535,0,0,3,
Rcv,Nrm,    8,    4,Unknown,64,10123874,17213632:2002,16777343:51862,65535,0,0,4,
data in bytes:
		53 04 00 01 00 00 00 00 6a 00 61 00 6c 00 6c 00
		65 00 72 00 32 00 30 00 30 00 00 00 00 90 1c 38
		1b e0 a3 f0 19 10 95 3e 02 70 25 c2 07 88 f0 9b
		01 70 25 c2 07 9c f9 f0 19 e0 a3 f0 19 00 00 00
		00 6a 15 39 02 e4 5d f7 19 10 30 20 39 20 34 20
		65 20 37 20 30 20 31 20 61 20 63 20 33 20 62 20
		35 20 35 20 32 20 30 20 62 20 34 20 37 20 38 20
		39 20 35 20 62 20 33 20 31 20 38 20 35 20 37 20
		62 20 66 20 31 20 63 20 33 20 00 00 39 33 66 62
		33 33 62 36 34 35 33 63 61 64 35 65 32 62 65 35
		33 64 61 36 65 39 36 38 39 34 63 61 00


data in bytes:
		53 04 00 02 00 00 00 00


Snd,Nrm,4294967295,    8,Unknown,7312,10124149,17213632:2002,16777343:51862,65535,-1,0,1,
Rcv,Nrm,    9,    5,ID_INTERNAL_PING,40,10128876,17213632:2002,16777343:51862,65535,0,0,-1,
Snd,Nrm,4294967295,   10,ID_CONNECTED_PONG,72,10128876,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,   11,ID_INTERNAL_PING,40,10129162,17213632:2002,16777343:51862,65535,-1,0,-1,
Rcv,Nrm,   10,    6,ID_CONNECTED_PONG,72,10129173,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,   11,    7,ID_INTERNAL_PING,40,10133883,17213632:2002,16777343:51862,65535,0,0,-1,
Snd,Nrm,4294967295,   14,ID_CONNECTED_PONG,72,10133914,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,   15,ID_INTERNAL_PING,40,10134188,17213632:2002,16777343:51862,65535,-1,0,-1,
Rcv,Nrm,   12,    8,ID_CONNECTED_PONG,72,10134200,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,   13,    9,ID_INTERNAL_PING,40,10138895,17213632:2002,16777343:51862,65535,0,0,-1,
Snd,Nrm,4294967295,   18,ID_CONNECTED_PONG,72,10138926,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,   19,ID_INTERNAL_PING,40,10139219,17213632:2002,16777343:51862,65535,-1,0,-1,
Rcv,Nrm,   14,   10,ID_CONNECTED_PONG,72,10139241,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,   15,   11,ID_INTERNAL_PING,40,10143907,17213632:2002,16777343:51862,65535,0,0,-1,
Snd,Nrm,4294967295,   22,ID_CONNECTED_PONG,72,10143938,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,   23,ID_INTERNAL_PING,40,10144228,17213632:2002,16777343:51862,65535,-1,0,-1,
Rcv,Nrm,   16,   12,ID_CONNECTED_PONG,72,10144244,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,   17,   13,ID_INTERNAL_PING,40,10148914,17213632:2002,16777343:51862,65535,0,0,-1,
Snd,Nrm,4294967295,   26,ID_CONNECTED_PONG,72,10148945,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,   27,ID_INTERNAL_PING,40,10149236,17213632:2002,16777343:51862,65535,-1,0,-1,
Rcv,Nrm,   18,   14,ID_CONNECTED_PONG,72,10149254,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,   19,   15,ID_INTERNAL_PING,40,10153925,17213632:2002,16777343:51862,65535,0,0,-1,
Snd,Nrm,4294967295,   30,ID_CONNECTED_PONG,72,10153955,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,   31,ID_INTERNAL_PING,40,10154248,17213632:2002,16777343:51862,65535,-1,0,-1,
Rcv,Nrm,   20,   16,ID_CONNECTED_PONG,72,10154260,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,   21,   17,ID_INTERNAL_PING,40,10158934,17213632:2002,16777343:51862,65535,0,0,-1,
Snd,Nrm,4294967295,   34,ID_CONNECTED_PONG,72,10158964,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,   35,ID_INTERNAL_PING,40,10159274,17213632:2002,16777343:51862,65535,-1,0,-1,
Rcv,Nrm,   22,   18,ID_CONNECTED_PONG,72,10159295,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,   23,   19,ID_INTERNAL_PING,40,10163942,17213632:2002,16777343:51862,65535,0,0,-1,
Snd,Nrm,4294967295,   38,ID_CONNECTED_PONG,72,10163972,17213632:2002,16777343:51862,65535,-1,0,-1,
Snd,Nrm,4294967295,   39,ID_INTERNAL_PING,40,10164297,17213632:2002,16777343:51862,65535,-1,0,-1,
Rcv,Nrm,   24,   20,ID_CONNECTED_PONG,72,10164318,17213632:2002,16777343:51862,65535,0,0,-1,
Rcv,Nrm,   25,   21,ID_INTERNAL_PING,40,10168947,17213632:2002,16777343:51862,65535,0,0,-1,
