S|R,Typ,Pckt#,Frm #,PktID,BitLn,Time     ,Local IP:Port   ,RemoteIP:Port,SPID,SPIN,SPCO,OI,Suffix

Rcv,Raw,    0,    0,ID_OPEN_CONNECTION_REQUEST,16,78689860,352387082:2003,16777343:64260,-1,-1,-1,-1,
Snd,Raw,    0,    0,ID_OPEN_CONNECTION_REPLY,16,78689860,352387082:2003,16777343:64260,-1,-1,-1,-1,
Rcv,Nrm,    0,    0,ID_CONNECTION_REQUEST,72,78689869,352387082:2003,16777343:64260,65535,0,0,0,
Snd,Nrm,4294967295,    1,ID_CONNECTION_REQUEST_ACCEPTED,120,78689899,352387082:2003,16777343:64260,65535,-1,0,-1,
Rcv,Nrm,    1,    1,ID_NEW_INCOMING_CONNECTION,104,78689919,352387082:2003,16777343:64260,65535,0,0,1,
Rcv,Nrm,    2,    1,ID_INTERNAL_PING,40,78689919,352387082:2003,16777343:64260,65535,0,0,-1,
Rcv,Nrm,    3,    2,ID_INTERNAL_PING,40,78689939,352387082:2003,16777343:64260,65535,0,0,-1,
Rcv,Nrm,    4,    2,Unknown,472,78689939,352387082:2003,16777343:64260,65535,0,0,2,
Snd,Nrm,4294967295,    3,ID_INTERNAL_PING,40,78689940,352387082:2003,16777343:64260,65535,-1,0,-1,
Snd,Nrm,4294967295,    3,ID_CONNECTED_PONG,72,78689940,352387082:2003,16777343:64260,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_INTERNAL_PING,40,78689969,352387082:2003,16777343:64260,65535,-1,0,-1,
Snd,Nrm,4294967295,    4,ID_CONNECTED_PONG,72,78689969,352387082:2003,16777343:64260,65535,-1,0,-1,
Rcv,Nrm,    5,    3,ID_CONNECTED_PONG,72,78689989,352387082:2003,16777343:64260,65535,0,0,-1,
Rcv,Nrm,    6,    3,ID_CONNECTED_PONG,72,78689989,352387082:2003,16777343:64260,65535,0,0,-1,
Snd,Nrm,4294967295,    5,Unknown,472,78689990,352387082:2003,16777343:64260,65535,-1,0,0,
Rcv,Nrm,    7,    4,Unknown,1384,78690020,352387082:2003,16777343:64260,65535,0,0,3,
Snd,Nrm,4294967295,    7,Unknown,304,78690049,352387082:2003,16777343:64260,65535,-1,0,1,
Rcv,Nrm,    8,    5,Unknown,128,78692610,352387082:2003,16777343:64260,65535,0,0,4,
Snd,Nrm,4294967295,    9,Unknown,11536,78692640,352387082:2003,16777343:64260,0,0,14,2,
Snd,Nrm,4294967295,   10,(SPLIT PACKET),11536,78692640,352387082:2003,16777343:64260,0,1,14,2,
